"","CHEMICAL_NAME","STUDY_TITLE","ACCESSION_NUMBER","ORGANIZATION_NAME","STUDY_CONCLUSION","DEPOSITOR_STUDY_NUMBER","DOSE","DOSE_UNIT","START_DATE","TRIAL_RESULT","MICROSOMAL_ACTIVATION_USED","MICROSOMAL_ACTIVATION_SPECIES","PROTOCOL_TYPE","GROUP_NAME","IS_CONTROL_GROUP","STRAIN","TREATMENT_GROUP_TYPE","SUBJECT_NAME","TIME_IN_STUDY","TIME_IN_STUDY_UNIT","BKGRD","COUNT","COUNT_UNIT","COUNT_SEM","COUNT_MEAN","newCount","logDose","RESULT"
"1390991","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","8_6_750.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","8_6_750.0_ug/Plate_Crude MCHM_B",2,"day",NA,18,"count",NA,NA,18,0.105147551322831,"0"
"1390996","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","9_5_750.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","9_5_750.0_ug/Plate_Crude MCHM_C",2,"day",NA,120,"count",NA,NA,120,0.087661127019073,"0"
"1390997","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","9_5_750.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",10.8,126,126,0.0872877970431626,"0"
"1390999","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_7_1000.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","10_7_1000.0_ug/Plate_Crude MCHM_B",2,"day",NA,78,"count",NA,NA,78,0.0887747513436075,"0"
"1391001","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_7_1000.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",11.5,61,61,0.0907553913474962,"0"
"1391002","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_7_1000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","11_7_1000.0_ug/Plate_Crude MCHM_A",2,"day",NA,11,"count",NA,NA,11,0.107461589540203,"0"
"1391003","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_7_1000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","11_7_1000.0_ug/Plate_Crude MCHM_B",2,"day",NA,14,"count",NA,NA,14,0.10474700206218,"0"
"1391005","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_7_1000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",2,11,11,0.107461589540203,"0"
"1391006","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_7_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_7_1000.0_ug/Plate_Crude MCHM_A",2,"day",NA,98,"count",NA,NA,98,0.0870115829892552,"0"
"1391007","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_7_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_7_1000.0_ug/Plate_Crude MCHM_B",2,"day",NA,115,"count",NA,NA,115,0.0858171136874091,"0"
"1391008","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_7_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_7_1000.0_ug/Plate_Crude MCHM_C",2,"day",NA,121,"count",NA,NA,121,0.0854441905887938,"0"
"1391283","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_7_1000.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_7_1000.0_ug/Plate_Crude MCHM_B",2,"day",NA,55,"count",NA,NA,55,0.0916162982351014,"0"
"1391284","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_7_1000.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_7_1000.0_ug/Plate_Crude MCHM_C",2,"day",NA,96,"count",NA,NA,96,0.0871679725148763,"0"
"1391288","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_7_1000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","3_7_1000.0_ug/Plate_Crude MCHM_C",2,"day",NA,13,"count",NA,NA,13,0.105566471074456,"0"
"1391289","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_7_1000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",1.8,16,16,0.103302114044064,"0"
"1391290","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","4_6_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","4_6_1000.0_ug/Plate_Crude MCHM_A",2,"day",NA,128,"count",NA,NA,128,0.0850355643265623,"0"
"1391291","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","4_6_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","4_6_1000.0_ug/Plate_Crude MCHM_B",2,"day",NA,133,"count",NA,NA,133,0.0847593787515054,"0"
"1391292","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","4_6_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","4_6_1000.0_ug/Plate_Crude MCHM_C",2,"day",NA,133,"count",NA,NA,133,0.0847593787515054,"0"
"1391293","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",1000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","4_6_1000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",1.7,131,131,0.0848683716010797,"0"
"1391295","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_2_200.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","10_2_200.0_ug/Plate_Crude MCHM_B",2,"day",NA,80,"count",NA,NA,80,0.103302114044064,"0"
"1391296","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_2_200.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","10_2_200.0_ug/Plate_Crude MCHM_C",2,"day",NA,86,"count",NA,NA,86,0.102536079581838,"0"
"1391297","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_2_200.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",3.5,80,80,0.103302114044064,"0"
"1391299","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_2_200.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","11_2_200.0_ug/Plate_Crude MCHM_B",2,"day",NA,11,"count",NA,NA,11,0.129934039879247,"0"
"1391301","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_2_200.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",3.8,17,17,0.12297807578786,"0"
"1391302","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_2_200.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_2_200.0_ug/Plate_Crude MCHM_A",2,"day",NA,149,"count",NA,NA,149,0.0970660460448074,"0"
"1391576","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_2_200.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_2_200.0_ug/Plate_Crude MCHM_B",2,"day",NA,128,"count",NA,NA,128,0.0985187932872726,"0"
"1391577","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_2_200.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_2_200.0_ug/Plate_Crude MCHM_C",2,"day",NA,127,"count",NA,NA,127,0.0985949776638808,"0"
"1391579","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_2_200.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_2_200.0_ug/Plate_Crude MCHM_A",2,"day",NA,94,"count",NA,NA,94,0.101609368960968,"0"
"1391581","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_2_200.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_2_200.0_ug/Plate_Crude MCHM_C",2,"day",NA,94,"count",NA,NA,94,0.101609368960968,"0"
"1391584","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_2_200.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","3_2_200.0_ug/Plate_Crude MCHM_B",2,"day",NA,26,"count",NA,NA,26,0.116871391584499,"0"
"1391585","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_2_200.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","3_2_200.0_ug/Plate_Crude MCHM_C",2,"day",NA,24,"count",NA,NA,24,0.117975012746751,"0"
"1391586","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",200,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_2_200.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",2.7,28,28,0.11586784835075,"0"
"1391592","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_8_2000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","11_8_2000.0_ug/Plate_Crude MCHM_B",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391593","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_8_2000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","11_8_2000.0_ug/Plate_Crude MCHM_C",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391869","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_8_2000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_8_2000.0_ug/Plate_Crude MCHM_B",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391870","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_8_2000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_8_2000.0_ug/Plate_Crude MCHM_C",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391874","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_8_2000.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_8_2000.0_ug/Plate_Crude MCHM_C",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391876","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_8_2000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","3_8_2000.0_ug/Plate_Crude MCHM_A",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391877","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_8_2000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","3_8_2000.0_ug/Plate_Crude MCHM_B",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391878","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","3_8_2000.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","3_8_2000.0_ug/Plate_Crude MCHM_C",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391880","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","4_7_2000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","4_7_2000.0_ug/Plate_Crude MCHM_A",2,"day",NA,86,"count",NA,NA,86,0.0829514128912383,"0"
"1391881","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",2000,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","4_7_2000.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","4_7_2000.0_ug/Plate_Crude MCHM_B",2,"day",NA,0,"count",NA,NA,0,0,"0"
"1391884","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_3_300.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","10_3_300.0_ug/Plate_Crude MCHM_A",2,"day",NA,98,"count",NA,NA,98,0.0971935370707167,"0"
"1391886","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_3_300.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","10_3_300.0_ug/Plate_Crude MCHM_C",2,"day",NA,98,"count",NA,NA,98,0.0971935370707167,"0"
"1391887","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","10_3_300.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",0.3,98,98,0.0971935370707167,"0"
"1392162","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","11_3_300.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","11_3_300.0_ug/Plate_Crude MCHM_B",2,"day",NA,16,"count",NA,NA,16,0.117975012746751,"0"
"1392165","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_3_300.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_3_300.0_ug/Plate_Crude MCHM_A",2,"day",NA,137,"count",NA,NA,137,0.0941286022949656,"0"
"1392166","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_3_300.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_3_300.0_ug/Plate_Crude MCHM_B",2,"day",NA,139,"count",NA,NA,139,0.0940003663822231,"0"
"1392167","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_3_300.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","12_3_300.0_ug/Plate_Crude MCHM_C",2,"day",NA,139,"count",NA,NA,139,0.0940003663822231,"0"
"1392168","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","No Activation","N/A","Preincubation","12_3_300.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",0.7,138,138,0.0940642083205511,"0"
"1392169","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_3_300.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_3_300.0_ug/Plate_Crude MCHM_A",2,"day",NA,93,"count",NA,NA,93,0.0976907664392281,"0"
"1392170","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_3_300.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_3_300.0_ug/Plate_Crude MCHM_B",2,"day",NA,93,"count",NA,NA,93,0.0976907664392281,"0"
"1392171","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",300,"ug/Plate",2015-02-25,"Negative","10% RLI","Rat","Preincubation","2_3_300.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","2_3_300.0_ug/Plate_Crude MCHM_C",2,"day",NA,106,"count",NA,NA,106,0.0964578593567003,"0"
